Model,Learning Rate,Epochs,Weight Decay,Hidden Channels,Test Results
GAT,0.0005,50,0.005,32,"{'mse': 1966.8685, 'torch_mse': 1966.86865234375, 'mae': 31.603966, 'r2': 0.31604985177496037, 'rmse': 44.349392, 'ev_score': 0.33072533706823987, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 79.67308  ,  71.89888  ,  22.540615 , ...,  29.278343 ,
        167.68932  ,  -3.6000912],
       [ 51.43226  ,  54.867184 ,  15.119372 , ...,  13.02972  ,
        107.73123  ,  -2.2643259],
       [ 48.668915 ,  47.74117  ,  12.889476 , ...,  11.315322 ,
         96.530106 ,  -3.2281876],
       ...,
       [ 45.156998 ,  87.467316 ,  49.715725 , ...,  72.57274  ,
        103.73181  ,  27.608156 ],
       [141.66115  ,  66.23901  ,  43.253017 , ...,  38.85955  ,
        235.91216  ,  39.86288  ],
       [141.66115  ,  66.23901  ,  43.253017 , ...,  38.85955  ,
        235.91216  ,  39.86288  ]], dtype=float32)}"
GraphSAGE,0.0005,50,0.005,32,"{'mse': 2190.5737, 'torch_mse': 2190.57373046875, 'mae': 34.47805, 'r2': 0.2508121368801286, 'rmse': 46.803566, 'ev_score': 0.28019489844640094, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 74.12498  ,  65.944786 ,  32.09723  , ...,  52.407433 ,
        147.0258   ,  10.402146 ],
       [ 53.941822 ,  34.682808 ,  23.227594 , ...,  35.34982  ,
         81.62482  ,   7.4619293],
       [ 42.162292 ,  29.455795 ,  16.827806 , ...,  29.323511 ,
         71.14763  ,   6.171804 ],
       ...,
       [ 72.818375 ,  37.42266  ,  26.700628 , ...,  44.49652  ,
         87.6483   ,  10.12617  ],
       [131.73155  , 123.06471  ,  43.742615 , ..., 103.08838  ,
        237.79816  ,  26.665014 ],
       [123.01437  , 108.26738  ,  56.72016  , ...,  87.732635 ,
        264.74158  ,   4.577263 ]], dtype=float32)}"
GIN,0.0005,50,0.005,32,"{'mse': 7397.179, 'torch_mse': 7397.17919921875, 'mae': 58.81886, 'r2': -1.298109228329235, 'rmse': 86.00686, 'ev_score': 0.018733541170756023, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[-0.3540778 , -0.17588925,  0.6400749 , ...,  0.18103886,
        -0.06354298,  0.6383913 ],
       [ 0.07521686, -0.13901779,  0.20843771, ..., -0.0038531 ,
        -0.15507594,  0.21514197],
       [-0.07309825, -0.13047835, -0.14695945, ..., -0.13381062,
        -0.2680789 ,  0.3251902 ],
       ...,
       [-1.0781847 , -0.19282117,  0.24363044, ...,  0.593761  ,
         0.22478369,  1.2522106 ],
       [-0.808056  ,  1.3679624 ,  1.5279408 , ...,  1.3433735 ,
        -0.24727911,  1.2251143 ],
       [-1.2087356 , -0.37855634,  1.0482184 , ...,  0.6192979 ,
         0.5527764 ,  1.2511113 ]], dtype=float32)}"
GCN,0.0005,50,0.005,64,"{'mse': 2263.2473, 'torch_mse': 2263.246826171875, 'mae': 34.578915, 'r2': 0.19920632177079278, 'rmse': 47.5736, 'ev_score': 0.2097181330124537, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 82.89147 ,  70.37996 ,  24.152653, ...,  51.827717, 127.66845 ,
         18.864101],
       [ 61.234047,  53.384167,  16.459923, ...,  35.99561 ,  88.89778 ,
          9.194163],
       [ 52.27694 ,  47.972347,  13.60509 , ...,  32.46039 ,  83.13463 ,
         10.070612],
       ...,
       [ 77.11965 ,  61.705532,  27.249517, ...,  44.510033, 108.14468 ,
         14.919157],
       [136.27092 , 103.0749  ,  33.49047 , ...,  78.05198 , 208.21451 ,
         45.82169 ],
       [100.69925 ,  80.75751 ,  21.319107, ...,  59.523956, 179.97385 ,
         47.923412]], dtype=float32)}"
GAT,0.0005,50,0.005,64,"{'mse': 1741.8727, 'torch_mse': 1741.8726806640625, 'mae': 30.760592, 'r2': 0.39914964983502105, 'rmse': 41.73575, 'ev_score': 0.4042537907759349, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 97.45344  ,  66.77628  ,  20.822725 , ...,  39.80444  ,
        145.65121  ,   5.508037 ],
       [ 83.71346  ,  55.698444 ,  14.655863 , ...,  33.93809  ,
        101.713715 ,   4.093664 ],
       [ 47.62108  ,  43.26667  ,   2.8813086, ...,  26.33025  ,
         83.01335  ,   9.257675 ],
       ...,
       [ 81.38471  ,  75.344696 ,  39.23643  , ...,  65.73858  ,
        106.82298  ,  24.743706 ],
       [104.83519  , 117.11978  ,  45.299416 , ...,  98.48641  ,
        157.34772  ,  24.652845 ],
       [ 94.81611  ,  78.33316  ,  14.124024 , ...,  45.112442 ,
        171.30196  ,  16.763296 ]], dtype=float32)}"
GraphSAGE,0.0005,50,0.005,64,"{'mse': 1631.0775, 'torch_mse': 1631.0775146484375, 'mae': 30.401808, 'r2': 0.42795183226542566, 'rmse': 40.3866, 'ev_score': 0.4395926892757416, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 83.351494 ,  61.664856 ,  -1.4080715, ...,  52.552986 ,
        152.0979   ,  18.775667 ],
       [ 58.652115 ,  41.30047  ,  13.4699745, ...,  31.05328  ,
         86.95938  ,  10.023088 ],
       [ 50.6344   ,  34.69252  ,   9.631275 , ...,  26.186028 ,
         77.99805  ,  10.049774 ],
       ...,
       [ 55.967194 ,  49.089813 ,  18.97545  , ...,  42.74285  ,
         92.50955  ,  14.852348 ],
       [159.38828  , 103.486145 ,  74.159515 , ...,  95.89748  ,
        211.54431  ,  29.08967  ],
       [121.64758  ,  88.12595  ,  27.588398 , ...,  65.794785 ,
        225.2637   ,  14.0647   ]], dtype=float32)}"
GIN,0.0005,50,0.005,64,"{'mse': 7304.029, 'torch_mse': 7304.029296875, 'mae': 58.442215, 'r2': -1.2681849874693574, 'rmse': 85.46361, 'ev_score': 0.030417263507843018, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[-1.0297177 ,  0.48033834,  0.01709393, ...,  0.17307267,
         2.1301584 ,  1.2693857 ],
       [-0.3040709 ,  0.38187116, -0.1832764 , ...,  0.18201016,
         0.6338281 ,  0.5330049 ],
       [-0.26444227,  0.4696537 , -0.12587145, ..., -0.20462273,
         0.6503722 ,  0.46812803],
       ...,
       [ 0.7838553 ,  0.05582532,  0.5668861 , ...,  1.0201056 ,
         0.38036865,  0.7592631 ],
       [ 1.7570124 ,  0.9442852 ,  1.9173895 , ...,  2.5095356 ,
         3.6544194 ,  3.3049355 ],
       [ 0.04743865,  0.02396878,  0.86262774, ...,  0.7865854 ,
         2.8570755 ,  1.7606465 ]], dtype=float32)}"
GCN,0.0005,50,0.005,128,"{'mse': 2033.745, 'torch_mse': 2033.7447509765625, 'mae': 33.209816, 'r2': 0.2986371906064217, 'rmse': 45.09706, 'ev_score': 0.308608740568161, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 81.16027  ,  65.32325  ,  18.712606 , ...,  43.026928 ,
        128.6495   ,  12.083279 ],
       [ 66.23639  ,  54.40721  ,  12.392334 , ...,  33.260963 ,
         90.1796   ,   8.714193 ],
       [ 59.79704  ,  50.22403  ,   9.080138 , ...,  27.031485 ,
         86.20368  ,   5.755614 ],
       ...,
       [ 75.90176  ,  60.971825 ,  26.92387  , ...,  47.096996 ,
        101.59203  ,  18.559761 ],
       [115.27748  , 102.8706   ,  47.92526  , ...,  70.39913  ,
        191.07643  ,  11.395294 ],
       [ 90.95171  ,  82.817535 ,  34.518208 , ...,  47.370163 ,
        165.9062   ,   1.7169769]], dtype=float32)}"
GAT,0.0005,50,0.005,128,"{'mse': 1754.1797, 'torch_mse': 1754.1793212890625, 'mae': 29.647669, 'r2': 0.43228078700695055, 'rmse': 41.882927, 'ev_score': 0.43545539677143097, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[109.83205  ,  87.49291  ,  14.8552065, ...,  58.600025 ,
        167.62732  ,   2.6367388],
       [ 53.90689  ,  31.751148 ,   1.0515463, ...,  15.902141 ,
         88.48539  ,  -0.7124129],
       [ 53.90689  ,  31.751148 ,   1.0515463, ...,  15.902141 ,
         88.48539  ,  -0.7124129],
       ...,
       [ 27.068668 ,  22.854717 ,  11.359404 , ...,  -1.9222469,
         75.37525  , -14.61604  ],
       [ 65.89362  ,  44.69222  ,  15.530779 , ...,  41.221928 ,
        113.97335  ,  21.375494 ],
       [ 51.991184 ,  24.397676 ,   2.994712 , ...,  -9.527081 ,
         97.01544  ,  -3.7341704]], dtype=float32)}"
GraphSAGE,0.0005,50,0.005,128,"{'mse': 1177.032, 'torch_mse': 1177.031982421875, 'mae': 25.07174, 'r2': 0.5845276900062054, 'rmse': 34.3079, 'ev_score': 0.5878630876541138, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 79.390854 ,  51.51369  ,  22.893677 , ...,  43.46059  ,
        198.76141  , -11.559181 ],
       [ 42.57676  ,  37.722923 ,   4.274063 , ...,  19.95588  ,
         97.40927  ,  -0.6681536],
       [ 38.905277 ,  29.583189 ,   2.284536 , ...,  13.831479 ,
         86.16462  ,  -2.502883 ],
       ...,
       [ 39.85709  ,  35.77427  ,  11.117097 , ...,  27.584988 ,
         86.221176 ,   2.481023 ],
       [101.59514  , 107.43762  ,  54.248466 , ...,  88.90385  ,
        176.01009  ,   4.204292 ],
       [ 26.715881 ,  54.989845 ,  -4.134023 , ...,  48.382847 ,
        184.21124  , -25.4157   ]], dtype=float32)}"
GIN,0.0005,50,0.005,128,"{'mse': 7168.535, 'torch_mse': 7168.53515625, 'mae': 57.97939, 'r2': -1.2293694124237393, 'rmse': 84.667206, 'ev_score': 0.043566808104515076, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 2.7264245 ,  0.32019034,  2.4768727 , ...,  2.1577005 ,
         4.956954  ,  0.586695  ],
       [ 1.5114185 ,  0.7587827 ,  1.2004292 , ...,  1.3009825 ,
         2.2795353 ,  0.37947035],
       [ 1.0127177 , -0.29746062,  0.24601005, ...,  0.04731504,
         1.2045379 ,  0.10239613],
       ...,
       [ 0.54011333,  0.3235668 ,  0.8629221 , ...,  0.52911663,
         0.9049872 ,  0.18794525],
       [ 5.496015  ,  3.5723622 ,  5.5335736 , ...,  5.9959154 ,
         5.3897667 ,  2.7350414 ],
       [ 3.0946655 ,  1.3491149 ,  3.379906  , ...,  3.1919053 ,
         4.9147925 ,  1.1909289 ]], dtype=float32)}"
GCN,0.0005,50,0.005,256,"{'mse': 1778.7935, 'torch_mse': 1778.7935791015625, 'mae': 30.399076, 'r2': 0.40621971335696777, 'rmse': 42.175743, 'ev_score': 0.4083903680245082, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 73.23516  ,  43.862804 ,   0.7517184, ...,  16.753637 ,
        150.85454  ,  -1.1331877],
       [ 67.14589  ,  45.38032  ,   0.7136402, ...,  19.91129  ,
        108.8606   ,  -2.6653686],
       [ 61.709797 ,  36.21741  ,  -5.3975415, ...,  10.236722 ,
        108.49858  ,  -8.124499 ],
       ...,
       [ 76.04197  ,  60.720276 ,  43.916798 , ...,  53.055912 ,
        105.16066  ,  27.539848 ],
       [ 91.78482  ,  64.47386  ,  48.259056 , ...,  51.619263 ,
        198.14616  ,  20.405422 ],
       [ 61.024406 ,  32.14068  ,  18.298298 , ...,  15.969757 ,
        183.80383  ,   0.768306 ]], dtype=float32)}"
GAT,0.0005,50,0.005,256,"{'mse': 1484.2183, 'torch_mse': 1484.218505859375, 'mae': 27.322601, 'r2': 0.5145036338674936, 'rmse': 38.525555, 'ev_score': 0.5149414837360382, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 70.878265 ,  31.266048 ,  -2.3579767, ...,  30.079504 ,
        145.8932   ,  -1.698953 ],
       [ 70.698235 ,  36.397964 ,  -2.527815 , ...,  14.320985 ,
        116.38392  ,  -8.848008 ],
       [ 30.62294  ,  14.365525 ,  -8.454121 , ...,   3.0551007,
         62.003296 ,  -4.878614 ],
       ...,
       [ 35.954292 ,  46.80078  ,  29.798141 , ...,  30.139885 ,
         76.35339  ,   8.151967 ],
       [ 88.19026  ,  57.488434 ,  40.838493 , ...,  29.74425  ,
        199.36342  ,   8.292586 ],
       [ 88.19026  ,  57.488434 ,  40.838493 , ...,  29.74425  ,
        199.36342  ,   8.292586 ]], dtype=float32)}"
GraphSAGE,0.0005,50,0.005,256,"{'mse': 530.4742, 'torch_mse': 530.4742431640625, 'mae': 16.937094, 'r2': 0.8049940766986062, 'rmse': 23.032024, 'ev_score': 0.8068321148554484, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 95.293     ,  32.70002   ,   2.9357688 , ...,   2.3836334 ,
        247.75206   ,  14.076375  ],
       [ 28.623713  ,   9.491707  ,  -8.813642  , ...,  -4.86906   ,
         90.11196   ,  -4.4766083 ],
       [ 42.019974  ,  12.465061  , -13.125164  , ...,  -9.305711  ,
         98.56511   ,  -0.52681684],
       ...,
       [ 17.721434  ,   6.2222157 ,  12.230018  , ...,   8.311678  ,
         68.58081   ,   7.253211  ],
       [ 93.49599   , 107.32665   ,  95.333145  , ..., 111.10705   ,
        118.687416  ,  28.8426    ],
       [  1.3286746 ,   4.7931886 ,  24.417133  , ...,  -4.0708838 ,
        141.91914   ,  -0.54090494]], dtype=float32)}"
GIN,0.0005,50,0.005,256,"{'mse': 7002.4497, 'torch_mse': 7002.44970703125, 'mae': 57.462112, 'r2': -1.1697078636431437, 'rmse': 83.68064, 'ev_score': 0.08184494574864705, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 0.84053284,  1.6648062 ,  1.8656334 , ...,  1.8792243 ,
         4.6713853 ,  1.2350156 ],
       [ 0.7798797 ,  0.58037984,  0.23288885, ...,  0.6859414 ,
         1.1163514 ,  0.17685062],
       [ 0.60016686,  0.0111566 ,  0.37251157, ..., -0.19032641,
         1.1007398 ,  0.15841573],
       ...,
       [ 0.2002962 ,  0.18910465,  0.25145707, ...,  0.2937835 ,
         0.28275466,  0.30032685],
       [ 5.3039    ,  6.3551674 ,  7.1871166 , ...,  7.823807  ,
         8.992219  ,  4.289059  ],
       [ 1.9375995 ,  2.7509859 ,  3.3061998 , ...,  3.3285468 ,
         6.042192  ,  2.1219168 ]], dtype=float32)}"
GCN,0.0005,50,0.005,512,"{'mse': 1672.8495, 'torch_mse': 1672.8494873046875, 'mae': 29.53446, 'r2': 0.44100992211894213, 'rmse': 40.900482, 'ev_score': 0.4470477948586146, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 72.15321   ,  39.929287  ,  -2.6666903 , ...,  10.682791  ,
        149.9366    ,   3.8922064 ],
       [ 76.7901    ,  43.85097   , -11.000369  , ...,  13.448734  ,
        118.91467   ,  -0.2898414 ],
       [ 71.45804   ,  31.193077  , -16.616869  , ...,  -0.64974654,
        122.87077   ,  -0.5615133 ],
       ...,
       [ 67.907425  ,  56.736557  ,  39.4775    , ...,  49.806698  ,
        100.093956  ,  23.335232  ],
       [ 76.79919   ,  75.112335  ,  59.57937   , ...,  63.18092   ,
        170.88701   ,  28.444206  ],
       [ 47.851654  ,  32.08947   ,  25.976242  , ...,  17.161478  ,
        167.80798   ,  10.489573  ]], dtype=float32)}"
GAT,0.0005,50,0.005,512,"{'mse': 1528.2867, 'torch_mse': 1528.2869873046875, 'mae': 26.095383, 'r2': 0.46903421869215167, 'rmse': 39.093307, 'ev_score': 0.4693446308374405, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 73.74672  ,  50.801563 ,   9.350474 , ...,  46.13353  ,
        164.15268  ,   3.52944  ],
       [ 52.158623 ,  19.70292  ,  14.583453 , ...,  25.248508 ,
        116.38255  ,  -0.998703 ],
       [ 78.72471  ,  10.088172 ,   3.07935  , ...,  -2.1030712,
         96.80078  ,  -1.9925308],
       ...,
       [ 26.005695 ,  28.678623 ,  15.961399 , ...,  16.03133  ,
         59.911697 ,  -1.2916946],
       [ 75.5777   ,  36.77932  ,  30.706299 , ...,  34.634293 ,
        189.14697  ,   1.9444504],
       [ 75.5777   ,  36.77932  ,  30.706299 , ...,  34.634293 ,
        189.14697  ,   1.9444504]], dtype=float32)}"
GraphSAGE,0.0005,50,0.005,512,"{'mse': 267.6052, 'torch_mse': 267.605224609375, 'mae': 11.643256, 'r2': 0.9018842191665465, 'rmse': 16.358643, 'ev_score': 0.9026378095149994, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[  8.934049  ,  -5.844695  ,  12.810501  , ...,  10.925003  ,
        295.7386    ,  12.4465885 ],
       [ 10.180721  ,  -1.5488772 ,  -1.7339344 , ...,   5.8966293 ,
         89.50669   ,  -0.74915195],
       [ 36.111008  ,  -1.9274684 ,  -2.7002783 , ...,  -2.8915882 ,
        101.961395  ,  -1.8447185 ],
       ...,
       [ -5.218568  ,  -4.468918  ,  12.20493   , ...,   3.0743737 ,
         70.247475  ,   7.262083  ],
       [118.14566   , 126.08748   ,  87.60983   , ..., 106.1271    ,
         95.78554   ,   8.697468  ],
       [ 20.687538  ,  28.311367  ,  28.763952  , ...,  26.370655  ,
        141.81512   ,  -6.342029  ]], dtype=float32)}"
GIN,0.0005,50,0.005,512,"{'mse': 6722.6797, 'torch_mse': 6722.6806640625, 'mae': 56.655125, 'r2': -1.0813863937528914, 'rmse': 81.99195, 'ev_score': 0.1231240729490916, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 3.6154113 ,  3.85255   ,  3.8017278 , ...,  3.5831375 ,
         6.30019   ,  2.6805048 ],
       [ 0.6185181 ,  0.6492794 ,  0.8115376 , ...,  0.7027221 ,
         0.97064954,  0.526981  ],
       [ 0.33721414,  0.14281406,  0.26100525, ..., -0.07052203,
         0.3499201 ,  0.18398109],
       ...,
       [ 0.0471046 ,  0.14229456,  0.20183551, ...,  0.06812924,
         0.18526344,  0.1952636 ],
       [20.548203  , 21.760372  , 20.800833  , ..., 20.312452  ,
        21.275312  , 13.345055  ],
       [12.366918  , 12.687643  , 12.64138   , ..., 12.16872   ,
        15.464796  ,  8.147258  ]], dtype=float32)}"
GCN,0.0005,50,0.0005,32,"{'mse': 3263.9534, 'torch_mse': 3263.953369140625, 'mae': 40.390778, 'r2': -0.07322224196426093, 'rmse': 57.13102, 'ev_score': 0.19740953544775644, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 98.6853   ,  52.054295 ,  34.70344  , ...,  74.438515 ,
        113.52435  ,   3.9782748],
       [ 64.151276 ,  40.86248  ,  18.756021 , ...,  46.961617 ,
         77.44401  ,   4.224524 ],
       [ 54.756985 ,  39.0864   ,  12.284358 , ...,  38.931946 ,
         70.25725  ,   4.457199 ],
       ...,
       [ 88.59397  ,  56.265312 ,  33.872387 , ...,  69.30801  ,
        105.21198  ,   4.3965282],
       [181.9266   , 101.03821  ,  74.69024  , ..., 155.782    ,
        202.48943  ,  -6.8538756],
       [142.71315  ,  73.242645 ,  57.434177 , ..., 130.00102  ,
        157.59566  , -11.140543 ]], dtype=float32)}"
GAT,0.0005,50,0.0005,32,"{'mse': 2093.9163, 'torch_mse': 2093.91650390625, 'mae': 32.784145, 'r2': 0.28799032420380194, 'rmse': 45.75933, 'ev_score': 0.2914378046989441, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 88.589066 ,  67.96498  ,  24.083803 , ...,  53.131107 ,
        147.9513   ,   9.093044 ],
       [ 75.96517  ,  44.45025  ,  -6.5146203, ...,  14.274269 ,
         92.28604  ,   4.720903 ],
       [ 62.115334 ,  35.24223  ,   0.5514239, ...,  15.834917 ,
         70.88784  ,  -2.53615  ],
       ...,
       [ 38.035873 ,  41.634556 ,  19.483011 , ...,  33.647186 ,
         91.9548   ,  -4.481498 ],
       [ 94.48973  ,  60.84135  ,   2.179344 , ...,  53.621365 ,
        164.26996  ,   7.1576376],
       [ 94.48973  ,  60.84135  ,   2.179344 , ...,  53.621365 ,
        164.26996  ,   7.1576376]], dtype=float32)}"
