Model,Learning Rate,Epochs,Weight Decay,Hidden Channels,Test MSE
GraphSAGE,0.0001,1000,0.005,128,331.58807373046875
GIN,0.0001,1000,0.005,128,1374.70166015625
GCN,0.0001,1000,0.005,256,1532.105712890625
GAT,0.0001,1000,0.005,256,8357.6650390625
GraphSAGE,0.0001,1000,0.005,256,161.33888244628906
GIN,0.0001,1000,0.005,256,1158.653564453125
GCN,0.0001,1000,0.005,512,1382.75048828125
GAT,0.0001,1000,0.005,512,5338.7373046875
GraphSAGE,0.0001,1000,0.005,512,115.84142303466797
GIN,0.0001,1000,0.005,512,1046.8154296875
GCN,0.0001,1000,0.001,64,1890.2841796875
GAT,0.0001,1000,0.001,64,7555.11767578125
GraphSAGE,0.0001,1000,0.001,64,629.2511596679688
GIN,0.0001,1000,0.001,64,1737.722900390625
GCN,0.0001,1000,0.001,128,1705.01220703125
GAT,0.0001,1000,0.001,128,7403.69873046875
GraphSAGE,0.0001,1000,0.001,128,307.2289123535156
GIN,0.0001,1000,0.001,128,1468.2017822265625
GCN,0.0001,1000,0.001,256,1517.1395263671875
GAT,0.0001,1000,0.001,256,5733.484375
GraphSAGE,0.0001,1000,0.001,256,186.96084594726562
GIN,0.0001,1000,0.001,256,1240.5745849609375
GCN,0.0001,1000,0.001,512,1349.993408203125
GAT,0.0001,1000,0.001,512,4792.68017578125
GraphSAGE,0.0001,1000,0.001,512,89.45975494384766
GIN,0.0001,1000,0.001,512,1110.595458984375
GCN,0.0001,1000,0.0005,64,1888.3297119140625
GAT,0.0001,1000,0.0005,64,7704.47607421875
GraphSAGE,0.0001,1000,0.0005,64,580.0621337890625
GIN,0.0001,1000,0.0005,64,1679.83984375
GCN,0.0001,1000,0.0005,128,1692.2872314453125
GAT,0.0001,1000,0.0005,128,6741.62109375
GraphSAGE,0.0001,1000,0.0005,128,312.6053466796875
GIN,0.0001,1000,0.0005,128,1401.9512939453125
GCN,0.0001,1000,0.0005,256,1512.662109375
GAT,0.0001,1000,0.0005,256,6429.1357421875
GraphSAGE,0.0001,1000,0.0005,256,155.4068145751953
GIN,0.0001,1000,0.0005,256,1449.00732421875
GCN,0.0001,1000,0.0005,512,1345.9732666015625
GAT,0.0001,1000,0.0005,512,5884.9326171875
GraphSAGE,0.0001,1000,0.0005,512,92.40955352783203
GIN,0.0001,1000,0.0005,512,1006.7265625
GCN,0.0001,1000,0.0001,64,1929.1346435546875
GAT,0.0001,1000,0.0001,64,7274.84716796875
GraphSAGE,0.0001,1000,0.0001,64,621.9869995117188
GIN,0.0001,1000,0.0001,64,1715.404052734375
GCN,0.0001,1000,0.0001,128,1699.916015625
GAT,0.0001,1000,0.0001,128,6684.74462890625
GraphSAGE,0.0001,1000,0.0001,128,310.4981384277344
GIN,0.0001,1000,0.0001,128,1461.646240234375
GCN,0.0001,1000,0.0001,256,1521.2733154296875
GAT,0.0001,1000,0.0001,256,5889.35595703125
GraphSAGE,0.0001,1000,0.0001,256,173.873046875
GIN,0.0001,1000,0.0001,256,1155.326171875
GCN,0.0001,1000,0.0001,512,1353.830322265625
GAT,0.0001,1000,0.0001,512,5780.8994140625
GraphSAGE,0.0001,1000,0.0001,512,71.33248901367188
GIN,0.0001,1000,0.0001,512,1082.3583984375
