Model,Learning Rate,Epochs,Weight Decay,Hidden Channels,Test MSE
GAT,0.005,100,0.0001,64,10026.9169921875
GraphSAGE,0.005,100,0.0001,64,813.1925659179688
GIN,0.005,100,0.0001,64,2670.69091796875
GCN,0.005,100,0.0001,128,1669.304443359375
GAT,0.005,100,0.0001,128,7020.79541015625
GraphSAGE,0.005,100,0.0001,128,597.3292846679688
GIN,0.005,100,0.0001,128,2154.652587890625
GCN,0.005,200,0.005,16,2104.391845703125
GAT,0.005,200,0.005,16,7351.9794921875
GraphSAGE,0.005,200,0.005,16,1683.3621826171875
GIN,0.005,200,0.005,16,3072.5126953125
GCN,0.005,200,0.005,32,1802.35888671875
GAT,0.005,200,0.005,32,7429.37939453125
GraphSAGE,0.005,200,0.005,32,1053.7950439453125
GIN,0.005,200,0.005,32,2200.10400390625
GCN,0.005,200,0.005,64,1679.93017578125
GAT,0.005,200,0.005,64,7336.4560546875
GraphSAGE,0.005,200,0.005,64,885.9877319335938
GIN,0.005,200,0.005,64,1948.13037109375
GCN,0.005,200,0.005,128,1686.4998779296875
GAT,0.005,200,0.005,128,7931.349609375
GraphSAGE,0.005,200,0.005,128,393.81341552734375
GIN,0.005,200,0.005,128,1987.033447265625
GCN,0.005,200,0.001,16,1898.9061279296875
GAT,0.005,200,0.001,16,6745.21484375
GraphSAGE,0.005,200,0.001,16,1238.9512939453125
GIN,0.005,200,0.001,16,2602.68896484375
GCN,0.005,200,0.001,32,1751.8736572265625
GAT,0.005,200,0.001,32,6713.9609375
GraphSAGE,0.005,200,0.001,32,1191.6480712890625
GIN,0.005,200,0.001,32,1833.2752685546875
GCN,0.005,200,0.001,64,1684.723388671875
GAT,0.005,200,0.001,64,9157.04296875
GraphSAGE,0.005,200,0.001,64,604.9346313476562
GIN,0.005,200,0.001,64,2166.0078125
GCN,0.005,200,0.001,128,1430.07568359375
GAT,0.005,200,0.001,128,21698.298828125
GraphSAGE,0.005,200,0.001,128,542.5623779296875
GIN,0.005,200,0.001,128,1998.916259765625
GCN,0.005,200,0.0005,16,1951.487548828125
GAT,0.005,200,0.0005,16,7370.37060546875
GraphSAGE,0.005,200,0.0005,16,2123.87939453125
GIN,0.005,200,0.0005,16,2003.8338623046875
GCN,0.005,200,0.0005,32,1687.873291015625
GAT,0.005,200,0.0005,32,7736.7421875
GraphSAGE,0.005,200,0.0005,32,793.4199829101562
GIN,0.005,200,0.0005,32,2009.61572265625
GCN,0.005,200,0.0005,64,1582.7225341796875
GAT,0.005,200,0.0005,64,6671.3515625
GraphSAGE,0.005,200,0.0005,64,533.7393188476562
GIN,0.005,200,0.0005,64,2201.819091796875
GCN,0.005,200,0.0005,128,1524.6083984375
GAT,0.005,200,0.0005,128,7434.8740234375
GraphSAGE,0.005,200,0.0005,128,494.3153991699219
GIN,0.005,200,0.0005,128,2062.343017578125
GCN,0.005,200,0.0001,16,1816.0849609375
GAT,0.005,200,0.0001,16,7064.0322265625
GraphSAGE,0.005,200,0.0001,16,2615.02392578125
GIN,0.005,200,0.0001,16,2513.203857421875
GCN,0.005,200,0.0001,32,1722.8560791015625
GAT,0.005,200,0.0001,32,7500.3515625
GraphSAGE,0.005,200,0.0001,32,888.8602905273438
GIN,0.005,200,0.0001,32,2130.981689453125
GCN,0.005,200,0.0001,64,1694.5877685546875
GAT,0.005,200,0.0001,64,7462.3486328125
GraphSAGE,0.005,200,0.0001,64,893.4219970703125
GIN,0.005,200,0.0001,64,2042.16943359375
GCN,0.005,200,0.0001,128,1442.442138671875
GAT,0.005,200,0.0001,128,7160.51123046875
GraphSAGE,0.005,200,0.0001,128,518.3548583984375
GIN,0.005,200,0.0001,128,1944.8662109375
GCN,0.005,500,0.005,16,1854.691162109375
GAT,0.005,500,0.005,16,6992.81494140625
GraphSAGE,0.005,500,0.005,16,1565.11083984375
GIN,0.005,500,0.005,16,2613.856201171875
GCN,0.005,500,0.005,32,1500.1773681640625
GAT,0.005,500,0.005,32,6400.2451171875
GraphSAGE,0.005,500,0.005,32,1365.9598388671875
GIN,0.005,500,0.005,32,2078.6767578125
GCN,0.005,500,0.005,64,1413.79833984375
GAT,0.005,500,0.005,64,6825.28076171875
GraphSAGE,0.005,500,0.005,64,595.7691650390625
GIN,0.005,500,0.005,64,1767.067626953125
GCN,0.005,500,0.005,128,1287.9515380859375
GAT,0.005,500,0.005,128,7315.23876953125
GraphSAGE,0.005,500,0.005,128,473.966552734375
GIN,0.005,500,0.005,128,1673.459716796875
GCN,0.005,500,0.001,16,1612.6260986328125
GAT,0.005,500,0.001,16,7175.99951171875
GraphSAGE,0.005,500,0.001,16,1817.4908447265625
GIN,0.005,500,0.001,16,2830.274169921875
GCN,0.005,500,0.001,32,1578.68017578125
GAT,0.005,500,0.001,32,7015.76611328125
GraphSAGE,0.005,500,0.001,32,1121.3922119140625
GIN,0.005,500,0.001,32,1972.6759033203125
GCN,0.005,500,0.001,64,1454.6871337890625
GAT,0.005,500,0.001,64,6956.98828125
GraphSAGE,0.005,500,0.001,64,655.7991943359375
GIN,0.005,500,0.001,64,1552.6773681640625
GCN,0.005,500,0.001,128,1391.834228515625
GAT,0.005,500,0.001,128,8790.4560546875
GraphSAGE,0.005,500,0.001,128,563.6488647460938
GIN,0.005,500,0.001,128,1844.941162109375
GCN,0.005,500,0.0005,16,1887.5181884765625
GAT,0.005,500,0.0005,16,5610.900390625
GraphSAGE,0.005,500,0.0005,16,1285.151123046875
GIN,0.005,500,0.0005,16,2109.619140625
GCN,0.005,500,0.0005,32,1693.9735107421875
GAT,0.005,500,0.0005,32,6995.18603515625
GraphSAGE,0.005,500,0.0005,32,1252.0982666015625
GIN,0.005,500,0.0005,32,1636.241455078125
GCN,0.005,500,0.0005,64,1443.8819580078125
GAT,0.005,500,0.0005,64,7034.13818359375
GraphSAGE,0.005,500,0.0005,64,1217.085205078125
GIN,0.005,500,0.0005,64,1652.314208984375
GCN,0.005,500,0.0005,128,1292.48046875
GAT,0.005,500,0.0005,128,7324.49560546875
GraphSAGE,0.005,500,0.0005,128,577.401123046875
GIN,0.005,500,0.0005,128,1651.3262939453125
GCN,0.005,500,0.0001,16,1771.2220458984375
GAT,0.005,500,0.0001,16,6855.220703125
GraphSAGE,0.005,500,0.0001,16,3190.804931640625
GIN,0.005,500,0.0001,16,2025.75439453125
GCN,0.005,500,0.0001,32,1687.174072265625
GAT,0.005,500,0.0001,32,7265.19189453125
GraphSAGE,0.005,500,0.0001,32,1150.57470703125
GIN,0.005,500,0.0001,32,1878.415283203125
GCN,0.005,500,0.0001,64,1412.8585205078125
GAT,0.005,500,0.0001,64,7033.78564453125
GraphSAGE,0.005,500,0.0001,64,929.8605346679688
GIN,0.005,500,0.0001,64,1979.1527099609375
GCN,0.005,500,0.0001,128,1407.3680419921875
GAT,0.005,500,0.0001,128,11785.4892578125
GraphSAGE,0.005,500,0.0001,128,450.4694519042969
GIN,0.005,500,0.0001,128,1994.630126953125
GCN,0.002,50,0.005,16,4230.119140625
GAT,0.002,50,0.005,16,7840.42626953125
GraphSAGE,0.002,50,0.005,16,1715.7684326171875
GIN,0.002,50,0.005,16,2926.213134765625
GCN,0.002,50,0.005,32,2390.072509765625
GAT,0.002,50,0.005,32,8406.0927734375
GraphSAGE,0.002,50,0.005,32,1608.6680908203125
GIN,0.002,50,0.005,32,2964.071044921875
GCN,0.002,50,0.005,64,2040.432373046875
GAT,0.002,50,0.005,64,8601.8623046875
GraphSAGE,0.002,50,0.005,64,1215.84423828125
GIN,0.002,50,0.005,64,2292.442626953125
GCN,0.002,50,0.005,128,1956.9439697265625
GAT,0.002,50,0.005,128,6898.41748046875
GraphSAGE,0.002,50,0.005,128,766.6292114257812
GIN,0.002,50,0.005,128,2191.04638671875
GCN,0.002,50,0.001,16,2530.0078125
GAT,0.002,50,0.001,16,9313.8671875
GraphSAGE,0.002,50,0.001,16,2128.958740234375
GIN,0.002,50,0.001,16,2678.81298828125
GCN,0.002,50,0.001,32,2226.292236328125
GAT,0.002,50,0.001,32,7313.806640625
GraphSAGE,0.002,50,0.001,32,1652.453125
GIN,0.002,50,0.001,32,2430.127685546875
GCN,0.002,50,0.001,64,2082.033203125
GAT,0.002,50,0.001,64,6219.19482421875
GraphSAGE,0.002,50,0.001,64,1096.308837890625
GIN,0.002,50,0.001,64,2125.8134765625
GCN,0.002,50,0.001,128,1899.0823974609375
GAT,0.002,50,0.001,128,8456.8671875
GraphSAGE,0.002,50,0.001,128,507.3869934082031
GIN,0.002,50,0.001,128,1898.52783203125
GCN,0.002,50,0.0005,16,2545.17138671875
GAT,0.002,50,0.0005,16,7840.43994140625
GraphSAGE,0.002,50,0.0005,16,2821.73974609375
GIN,0.002,50,0.0005,16,3345.289794921875
GCN,0.002,50,0.0005,32,2387.974853515625
GAT,0.002,50,0.0005,32,7762.28173828125
GraphSAGE,0.002,50,0.0005,32,1419.59326171875
GIN,0.002,50,0.0005,32,2558.91552734375
GCN,0.002,50,0.0005,64,2255.94677734375
GAT,0.002,50,0.0005,64,7073.13427734375
GraphSAGE,0.002,50,0.0005,64,1027.4698486328125
GIN,0.002,50,0.0005,64,2344.60791015625
GCN,0.002,50,0.0005,128,1914.6011962890625
GAT,0.002,50,0.0005,128,8411.431640625
GraphSAGE,0.002,50,0.0005,128,557.5396118164062
GIN,0.002,50,0.0005,128,2455.0771484375
GCN,0.002,50,0.0001,16,4184.7197265625
GAT,0.002,50,0.0001,16,7257.74853515625
GraphSAGE,0.002,50,0.0001,16,2329.63525390625
GIN,0.002,50,0.0001,16,3182.707275390625
GCN,0.002,50,0.0001,32,2242.47998046875
GAT,0.002,50,0.0001,32,9419.8642578125
GraphSAGE,0.002,50,0.0001,32,1342.1363525390625
GIN,0.002,50,0.0001,32,2516.578369140625
GCN,0.002,50,0.0001,64,2033.2799072265625
GAT,0.002,50,0.0001,64,9060.2333984375
GraphSAGE,0.002,50,0.0001,64,1159.3720703125
GIN,0.002,50,0.0001,64,2360.79345703125
GCN,0.002,50,0.0001,128,1913.061767578125
GAT,0.002,50,0.0001,128,6265.45361328125
GraphSAGE,0.002,50,0.0001,128,673.6005859375
GIN,0.002,50,0.0001,128,2009.177001953125
GCN,0.002,100,0.005,16,2536.300537109375
GAT,0.002,100,0.005,16,6542.3291015625
GraphSAGE,0.002,100,0.005,16,1883.1351318359375
GIN,0.002,100,0.005,16,3346.3564453125
GCN,0.002,100,0.005,32,2059.886962890625
GAT,0.002,100,0.005,32,7240.3486328125
GraphSAGE,0.002,100,0.005,32,1285.0574951171875
GIN,0.002,100,0.005,32,2363.6201171875
GCN,0.002,100,0.005,64,1887.9547119140625
GAT,0.002,100,0.005,64,7461.6689453125
GraphSAGE,0.002,100,0.005,64,813.2835083007812
GIN,0.002,100,0.005,64,1999.8262939453125
GCN,0.002,100,0.005,128,1820.8944091796875
GAT,0.002,100,0.005,128,9463.8583984375
GraphSAGE,0.002,100,0.005,128,347.2751770019531
GIN,0.002,100,0.005,128,1991.3984375
GCN,0.002,100,0.001,16,2252.919677734375
GAT,0.002,100,0.001,16,7815.705078125
GraphSAGE,0.002,100,0.001,16,1331.3106689453125
GIN,0.002,100,0.001,16,2756.354736328125
GCN,0.002,100,0.001,32,2123.096923828125
GAT,0.002,100,0.001,32,8353.7587890625
GraphSAGE,0.002,100,0.001,32,1105.844482421875
GIN,0.002,100,0.001,32,2270.48193359375
GCN,0.002,100,0.001,64,1859.8785400390625
GAT,0.002,100,0.001,64,9376.419921875
GraphSAGE,0.002,100,0.001,64,1032.830322265625
GIN,0.002,100,0.001,64,1823.0889892578125
GCN,0.002,100,0.001,128,1749.7818603515625
GAT,0.002,100,0.001,128,7429.81982421875
GraphSAGE,0.002,100,0.001,128,432.27789306640625
GIN,0.002,100,0.001,128,2349.657470703125
GCN,0.002,100,0.0005,16,2402.988037109375
GAT,0.002,100,0.0005,16,7033.96240234375
GraphSAGE,0.002,100,0.0005,16,1611.3551025390625
GIN,0.002,100,0.0005,16,2702.92919921875
GCN,0.002,100,0.0005,32,2157.44091796875
GAT,0.002,100,0.0005,32,7545.703125
GraphSAGE,0.002,100,0.0005,32,1097.503662109375
GIN,0.002,100,0.0005,32,2379.601318359375
GCN,0.002,100,0.0005,64,1901.259765625
GAT,0.002,100,0.0005,64,6255.798828125
GraphSAGE,0.002,100,0.0005,64,672.63330078125
GIN,0.002,100,0.0005,64,2125.0322265625
GCN,0.002,100,0.0005,128,1740.4107666015625
GAT,0.002,100,0.0005,128,6269.0
GraphSAGE,0.002,100,0.0005,128,474.20220947265625
GIN,0.002,100,0.0005,128,2236.666015625
GCN,0.002,100,0.0001,16,2367.438720703125
GAT,0.002,100,0.0001,16,8651.458984375
GraphSAGE,0.002,100,0.0001,16,1200.69580078125
GIN,0.002,100,0.0001,16,2665.1162109375
GCN,0.002,100,0.0001,32,2040.8721923828125
GAT,0.002,100,0.0001,32,8490.474609375
GraphSAGE,0.002,100,0.0001,32,1315.5538330078125
GIN,0.002,100,0.0001,32,2296.7880859375
GCN,0.002,100,0.0001,64,1899.8553466796875
GAT,0.002,100,0.0001,64,6799.04833984375
GraphSAGE,0.002,100,0.0001,64,601.3483276367188
GIN,0.002,100,0.0001,64,2087.14794921875
GCN,0.002,100,0.0001,128,1706.869384765625
GAT,0.002,100,0.0001,128,9115.158203125
GraphSAGE,0.002,100,0.0001,128,422.5487976074219
GIN,0.002,100,0.0001,128,1720.7197265625
GCN,0.002,200,0.005,16,2016.379150390625
GAT,0.002,200,0.005,16,7090.00634765625
GraphSAGE,0.002,200,0.005,16,1448.7342529296875
GIN,0.002,200,0.005,16,2432.218017578125
GCN,0.002,200,0.005,32,1792.516845703125
GAT,0.002,200,0.005,32,7188.91796875
GraphSAGE,0.002,200,0.005,32,823.5901489257812
GIN,0.002,200,0.005,32,1788.4853515625
GCN,0.002,200,0.005,64,1716.2701416015625
GAT,0.002,200,0.005,64,6401.60693359375
GraphSAGE,0.002,200,0.005,64,651.4778442382812
GIN,0.002,200,0.005,64,1800.30810546875
GCN,0.002,200,0.005,128,1512.0294189453125
GAT,0.002,200,0.005,128,6176.18408203125
GraphSAGE,0.002,200,0.005,128,247.91749572753906
GIN,0.002,200,0.005,128,1650.9632568359375
GCN,0.002,200,0.001,16,2246.79443359375
GAT,0.002,200,0.001,16,7801.00927734375
GraphSAGE,0.002,200,0.001,16,1321.7734375
GIN,0.002,200,0.001,16,2775.4697265625
GCN,0.002,200,0.001,32,1807.7418212890625
GAT,0.002,200,0.001,32,8100.732421875
GraphSAGE,0.002,200,0.001,32,1047.0858154296875
GIN,0.002,200,0.001,32,2194.4853515625
GCN,0.002,200,0.001,64,1700.058837890625
GAT,0.002,200,0.001,64,7772.63720703125
GraphSAGE,0.002,200,0.001,64,496.2344055175781
GIN,0.002,200,0.001,64,1940.64111328125
GCN,0.002,200,0.001,128,1522.6947021484375
GAT,0.002,200,0.001,128,6809.43115234375
GraphSAGE,0.002,200,0.001,128,313.78204345703125
GIN,0.002,200,0.001,128,1619.056396484375
GCN,0.002,200,0.0005,16,2092.822265625
GAT,0.002,200,0.0005,16,7954.40185546875
GraphSAGE,0.002,200,0.0005,16,1195.353515625
GIN,0.002,200,0.0005,16,2546.175048828125
GCN,0.002,200,0.0005,32,1849.056884765625
GAT,0.002,200,0.0005,32,7906.84521484375
GraphSAGE,0.002,200,0.0005,32,1087.4169921875
GIN,0.002,200,0.0005,32,2020.4085693359375
GCN,0.002,200,0.0005,64,1626.079345703125
GAT,0.002,200,0.0005,64,7233.69189453125
GraphSAGE,0.002,200,0.0005,64,516.568359375
GIN,0.002,200,0.0005,64,1650.2646484375
GCN,0.002,200,0.0005,128,1568.676513671875
GAT,0.002,200,0.0005,128,6807.5048828125
GraphSAGE,0.002,200,0.0005,128,334.9958190917969
GIN,0.002,200,0.0005,128,1669.5465087890625
GCN,0.002,200,0.0001,16,2061.148193359375
GAT,0.002,200,0.0001,16,6701.685546875
GraphSAGE,0.002,200,0.0001,16,1203.8970947265625
GIN,0.002,200,0.0001,16,2598.34619140625
GCN,0.002,200,0.0001,32,1800.5479736328125
GAT,0.002,200,0.0001,32,7129.48046875
GraphSAGE,0.002,200,0.0001,32,804.4320678710938
GIN,0.002,200,0.0001,32,2065.25146484375
GCN,0.002,200,0.0001,64,1656.5166015625
GAT,0.002,200,0.0001,64,8142.87109375
GraphSAGE,0.002,200,0.0001,64,489.1347961425781
GIN,0.002,200,0.0001,64,1779.33837890625
GCN,0.002,200,0.0001,128,1648.3746337890625
GAT,0.002,200,0.0001,128,7540.49560546875
GraphSAGE,0.002,200,0.0001,128,246.73524475097656
GIN,0.002,200,0.0001,128,2200.599365234375
GCN,0.002,500,0.005,16,2243.213134765625
GAT,0.002,500,0.005,16,8044.24658203125
GraphSAGE,0.002,500,0.005,16,1147.84765625
GIN,0.002,500,0.005,16,1894.8988037109375
GCN,0.002,500,0.005,32,1596.4920654296875
GAT,0.002,500,0.005,32,7061.3984375
GraphSAGE,0.002,500,0.005,32,594.8338012695312
GIN,0.002,500,0.005,32,1677.772216796875
GCN,0.002,500,0.005,64,1710.20654296875
GAT,0.002,500,0.005,64,7099.6240234375
GraphSAGE,0.002,500,0.005,64,343.4703063964844
GIN,0.002,500,0.005,64,1560.2850341796875
GCN,0.002,500,0.005,128,1344.6383056640625
GAT,0.002,500,0.005,128,6139.185546875
GraphSAGE,0.002,500,0.005,128,257.90618896484375
GIN,0.002,500,0.005,128,1513.8841552734375
GCN,0.002,500,0.001,16,1844.661376953125
GAT,0.002,500,0.001,16,7382.2724609375
GraphSAGE,0.002,500,0.001,16,1364.8988037109375
GIN,0.002,500,0.001,16,2232.030517578125
GCN,0.002,500,0.001,32,1659.967041015625
GAT,0.002,500,0.001,32,6250.2451171875
GraphSAGE,0.002,500,0.001,32,715.6217041015625
GIN,0.002,500,0.001,32,1985.8583984375
GCN,0.002,500,0.001,64,1455.3426513671875
GAT,0.002,500,0.001,64,7468.234375
GraphSAGE,0.002,500,0.001,64,543.3216552734375
GIN,0.002,500,0.001,64,1421.908203125
GCN,0.002,500,0.001,128,1461.693603515625
GAT,0.002,500,0.001,128,6229.76318359375
GraphSAGE,0.002,500,0.001,128,207.024658203125
GIN,0.002,500,0.001,128,1670.6400146484375
GCN,0.002,500,0.0005,16,1770.587158203125
GAT,0.002,500,0.0005,16,6479.34228515625
GraphSAGE,0.002,500,0.0005,16,1286.47412109375
GIN,0.002,500,0.0005,16,2446.478759765625
GCN,0.002,500,0.0005,32,1845.847900390625
GAT,0.002,500,0.0005,32,7153.19384765625
GraphSAGE,0.002,500,0.0005,32,1034.6282958984375
GIN,0.002,500,0.0005,32,1700.93505859375
GCN,0.002,500,0.0005,64,1474.7979736328125
GAT,0.002,500,0.0005,64,7261.2353515625
GraphSAGE,0.002,500,0.0005,64,403.6536560058594
GIN,0.002,500,0.0005,64,1501.754150390625
GCN,0.002,500,0.0005,128,1338.1292724609375
GAT,0.002,500,0.0005,128,6463.1923828125
GraphSAGE,0.002,500,0.0005,128,296.05596923828125
GIN,0.002,500,0.0005,128,1438.960205078125
GCN,0.002,500,0.0001,16,1846.3182373046875
GAT,0.002,500,0.0001,16,7566.6650390625
GraphSAGE,0.002,500,0.0001,16,1312.2724609375
GIN,0.002,500,0.0001,16,2107.527587890625
GCN,0.002,500,0.0001,32,1712.7587890625
GAT,0.002,500,0.0001,32,6639.4794921875
GraphSAGE,0.002,500,0.0001,32,798.4598999023438
GIN,0.002,500,0.0001,32,1795.01318359375
GCN,0.002,500,0.0001,64,1464.816162109375
GAT,0.002,500,0.0001,64,7183.619140625
GraphSAGE,0.002,500,0.0001,64,512.3961791992188
GIN,0.002,500,0.0001,64,1432.1248779296875
GCN,0.002,500,0.0001,128,1367.5982666015625
GAT,0.002,500,0.0001,128,6862.947265625
GraphSAGE,0.002,500,0.0001,128,312.4075012207031
GIN,0.002,500,0.0001,128,1500.68359375
GCN,0.001,50,0.005,16,5472.6513671875
GAT,0.001,50,0.005,16,6981.49853515625
GraphSAGE,0.001,50,0.005,16,2947.37744140625
GIN,0.001,50,0.005,16,3280.208984375
GCN,0.001,50,0.005,32,2415.571533203125
GAT,0.001,50,0.005,32,8383.533203125
GraphSAGE,0.001,50,0.005,32,2257.955078125
GIN,0.001,50,0.005,32,2782.5673828125
GCN,0.001,50,0.005,64,2296.060302734375
GAT,0.001,50,0.005,64,6878.724609375
GraphSAGE,0.001,50,0.005,64,1366.418701171875
GIN,0.001,50,0.005,64,2449.708740234375
GCN,0.001,50,0.005,128,1995.258544921875
GAT,0.001,50,0.005,128,7751.0341796875
GraphSAGE,0.001,50,0.005,128,749.4055786132812
GIN,0.001,50,0.005,128,1978.3846435546875
GCN,0.001,50,0.001,16,3246.0263671875
GAT,0.001,50,0.001,16,7696.05615234375
GraphSAGE,0.001,50,0.001,16,3840.02197265625
GIN,0.001,50,0.001,16,4585.30126953125
GCN,0.001,50,0.001,32,2479.10595703125
GAT,0.001,50,0.001,32,7651.705078125
GraphSAGE,0.001,50,0.001,32,1776.47021484375
GIN,0.001,50,0.001,32,2634.689697265625
GCN,0.001,50,0.001,64,2168.37158203125
GAT,0.001,50,0.001,64,8118.6826171875
GraphSAGE,0.001,50,0.001,64,1498.5791015625
GIN,0.001,50,0.001,64,2288.582275390625
GCN,0.001,50,0.001,128,1996.8284912109375
GAT,0.001,50,0.001,128,9207.6259765625
GraphSAGE,0.001,50,0.001,128,812.1383056640625
GIN,0.001,50,0.001,128,2111.880859375
GCN,0.001,50,0.0005,16,6406.2763671875
GAT,0.001,50,0.0005,16,7264.63916015625
GraphSAGE,0.001,50,0.0005,16,3490.35986328125
GIN,0.001,50,0.0005,16,3517.462158203125
GCN,0.001,50,0.0005,32,2801.442138671875
GAT,0.001,50,0.0005,32,7017.3544921875
GraphSAGE,0.001,50,0.0005,32,2088.604248046875
GIN,0.001,50,0.0005,32,2687.74462890625
GCN,0.001,50,0.0005,64,2156.8154296875
GAT,0.001,50,0.0005,64,7419.37744140625
GraphSAGE,0.001,50,0.0005,64,1357.3218994140625
GIN,0.001,50,0.0005,64,2646.2490234375
GCN,0.001,50,0.0005,128,1986.385498046875
GAT,0.001,50,0.0005,128,7802.46240234375
GraphSAGE,0.001,50,0.0005,128,842.712646484375
GIN,0.001,50,0.0005,128,1899.183349609375
GCN,0.001,50,0.0001,16,3144.131591796875
GAT,0.001,50,0.0001,16,8085.33203125
GraphSAGE,0.001,50,0.0001,16,3914.86962890625
GIN,0.001,50,0.0001,16,3539.780029296875
GCN,0.001,50,0.0001,32,3492.53564453125
GAT,0.001,50,0.0001,32,7131.8046875
GraphSAGE,0.001,50,0.0001,32,1880.30712890625
GIN,0.001,50,0.0001,32,2887.330078125
GCN,0.001,50,0.0001,64,2047.214111328125
GAT,0.001,50,0.0001,64,7803.20166015625
GraphSAGE,0.001,50,0.0001,64,1480.6204833984375
GIN,0.001,50,0.0001,64,2369.67236328125
GCN,0.001,50,0.0001,128,1962.323486328125
GAT,0.001,50,0.0001,128,6162.35205078125
GraphSAGE,0.001,50,0.0001,128,750.1624755859375
GIN,0.001,50,0.0001,128,2040.539794921875
GCN,0.001,100,0.005,16,2406.029296875
GAT,0.001,100,0.005,16,9046.9345703125
GraphSAGE,0.001,100,0.005,16,1713.7061767578125
GIN,0.001,100,0.005,16,2987.6806640625
GCN,0.001,100,0.005,32,2220.058837890625
GAT,0.001,100,0.005,32,8570.697265625
GraphSAGE,0.001,100,0.005,32,1304.8948974609375
GIN,0.001,100,0.005,32,2301.04931640625
GCN,0.001,100,0.005,64,1967.8837890625
GAT,0.001,100,0.005,64,8686.560546875
GraphSAGE,0.001,100,0.005,64,757.9880981445312
GIN,0.001,100,0.005,64,2149.592041015625
GCN,0.001,100,0.005,128,1880.1458740234375
GAT,0.001,100,0.005,128,5247.53955078125
GraphSAGE,0.001,100,0.005,128,483.4591979980469
GIN,0.001,100,0.005,128,1807.2188720703125
GCN,0.001,100,0.001,16,2558.91748046875
GAT,0.001,100,0.001,16,7185.1044921875
GraphSAGE,0.001,100,0.001,16,1919.5775146484375
GIN,0.001,100,0.001,16,3490.837646484375
GCN,0.001,100,0.001,32,2240.786865234375
GAT,0.001,100,0.001,32,7390.25341796875
GraphSAGE,0.001,100,0.001,32,1188.3323974609375
GIN,0.001,100,0.001,32,2086.697998046875
GCN,0.001,100,0.001,64,2030.93798828125
GAT,0.001,100,0.001,64,8147.6953125
GraphSAGE,0.001,100,0.001,64,824.1094360351562
GIN,0.001,100,0.001,64,2177.588134765625
GCN,0.001,100,0.001,128,1838.2646484375
GAT,0.001,100,0.001,128,8302.314453125
GraphSAGE,0.001,100,0.001,128,505.6354675292969
GIN,0.001,100,0.001,128,1953.64599609375
GCN,0.001,100,0.0005,16,3337.4404296875
GAT,0.001,100,0.0005,16,8464.875
GraphSAGE,0.001,100,0.0005,16,2082.60546875
GIN,0.001,100,0.0005,16,3138.513916015625
GCN,0.001,100,0.0005,32,2125.90234375
GAT,0.001,100,0.0005,32,7980.015625
GraphSAGE,0.001,100,0.0005,32,1368.4005126953125
GIN,0.001,100,0.0005,32,2266.234130859375
GCN,0.001,100,0.0005,64,2011.6923828125
GAT,0.001,100,0.0005,64,7672.85791015625
GraphSAGE,0.001,100,0.0005,64,846.3068237304688
GIN,0.001,100,0.0005,64,1955.0665283203125
GCN,0.001,100,0.0005,128,1829.423095703125
GAT,0.001,100,0.0005,128,6204.5244140625
GraphSAGE,0.001,100,0.0005,128,532.660400390625
GIN,0.001,100,0.0005,128,1758.75244140625
GCN,0.001,100,0.0001,16,2758.235595703125
GAT,0.001,100,0.0001,16,9265.513671875
GraphSAGE,0.001,100,0.0001,16,1730.4951171875
GIN,0.001,100,0.0001,16,2791.8994140625
GCN,0.001,100,0.0001,32,2329.132568359375
GAT,0.001,100,0.0001,32,6603.41015625
GraphSAGE,0.001,100,0.0001,32,1293.880126953125
GIN,0.001,100,0.0001,32,2453.968505859375
GCN,0.001,100,0.0001,64,1978.1160888671875
GAT,0.001,100,0.0001,64,9564.89453125
GraphSAGE,0.001,100,0.0001,64,741.3568115234375
GIN,0.001,100,0.0001,64,1971.582275390625
GCN,0.001,100,0.0001,128,1867.3177490234375
GAT,0.001,100,0.0001,128,6167.24560546875
GraphSAGE,0.001,100,0.0001,128,481.58807373046875
GIN,0.001,100,0.0001,128,1725.39599609375
GCN,0.001,200,0.005,16,2369.94189453125
GAT,0.001,200,0.005,16,8850.962890625
GraphSAGE,0.001,200,0.005,16,1829.3701171875
GIN,0.001,200,0.005,16,2648.330322265625
GCN,0.001,200,0.005,32,2005.3753662109375
GAT,0.001,200,0.005,32,7402.2177734375
GraphSAGE,0.001,200,0.005,32,852.852783203125
GIN,0.001,200,0.005,32,2064.6328125
GCN,0.001,200,0.005,64,1763.390380859375
GAT,0.001,200,0.005,64,6327.5322265625
GraphSAGE,0.001,200,0.005,64,607.7755126953125
GIN,0.001,200,0.005,64,1622.7503662109375
GCN,0.001,200,0.005,128,1664.9395751953125
GAT,0.001,200,0.005,128,7466.001953125
GraphSAGE,0.001,200,0.005,128,317.0998229980469
GIN,0.001,200,0.005,128,1589.515380859375
GCN,0.001,200,0.001,16,2503.315673828125
GAT,0.001,200,0.001,16,8082.57958984375
GraphSAGE,0.001,200,0.001,16,1261.268310546875
GIN,0.001,200,0.001,16,2572.398193359375
GCN,0.001,200,0.001,32,1914.81640625
GAT,0.001,200,0.001,32,7400.3759765625
GraphSAGE,0.001,200,0.001,32,757.8636474609375
GIN,0.001,200,0.001,32,2109.340576171875
GCN,0.001,200,0.001,64,1841.1580810546875
GAT,0.001,200,0.001,64,6148.19189453125
GraphSAGE,0.001,200,0.001,64,663.3561401367188
GIN,0.001,200,0.001,64,1707.927001953125
